,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,CompetitionDist,CompetitionOpen
51319,30,1,15-06-2015,762,Open,Yes,No Holiday,No,40.0,2014.16666667
51320,31,1,15-06-2015,683,Open,Yes,No Holiday,No,9800.0,2012.58333333
51321,32,1,15-06-2015,627,Open,Yes,No Holiday,No,2910.0,2008.58333333
51322,33,1,15-06-2015,986,Open,Yes,No Holiday,No,1320.0,2013.41666667
51323,34,1,15-06-2015,1173,Open,Yes,No Holiday,No,2240.0,2009.75
51324,35,1,15-06-2015,1113,Open,Yes,No Holiday,No,7660.0,2000.83333333
51325,36,1,15-06-2015,1169,Open,Yes,No Holiday,No,540.0,2003.5
51326,37,1,15-06-2015,866,Open,Yes,No Holiday,No,4230.0,2015.0
51327,38,1,15-06-2015,729,Open,Yes,No Holiday,No,1090.0,2007.33333333
51328,39,1,15-06-2015,834,Open,Yes,No Holiday,No,260.0,2006.83333333
51329,40,1,15-06-2015,621,Open,Yes,No Holiday,No,180.0,2008.58333333
51330,41,1,15-06-2015,586,Open,Yes,No Holiday,No,1180.0,2008.58333333
51331,42,1,15-06-2015,1399,Open,Yes,No Holiday,No,290.0,2008.58333333
51332,43,1,15-06-2015,807,Open,Yes,No Holiday,No,4880.0,2008.58333333
51333,44,1,15-06-2015,857,Open,Yes,No Holiday,No,540.0,2011.5
51334,45,1,15-06-2015,548,Open,Yes,No Holiday,No,9710.0,2014.16666667
51335,46,1,15-06-2015,828,Open,Yes,No Holiday,No,1200.0,2005.75
51336,47,1,15-06-2015,1134,Open,Yes,No Holiday,No,270.0,2013.33333333
51337,48,1,15-06-2015,478,Open,Yes,No Holiday,No,1060.0,2012.41666667
51338,49,1,15-06-2015,678,Open,Yes,No Holiday,No,18010.0,2007.75
51339,50,1,15-06-2015,529,Open,Yes,No Holiday,No,6260.0,2009.91666667
51340,51,1,15-06-2015,670,Open,Yes,No Holiday,No,10570.0,2013.58333333
51341,52,1,15-06-2015,602,Open,Yes,No Holiday,No,450.0,2014.33333333
51342,53,1,15-06-2015,758,Open,Yes,No Holiday,No,30360.0,2013.75
51343,54,1,15-06-2015,816,Open,Yes,No Holiday,No,7170.0,2014.66666667
51344,55,1,15-06-2015,895,Open,Yes,No Holiday,No,720.0,2004.91666667
51345,56,1,15-06-2015,662,Open,Yes,No Holiday,No,6620.0,2012.25
51346,57,1,15-06-2015,1299,Open,Yes,No Holiday,No,420.0,2014.5
51347,58,1,15-06-2015,734,Open,Yes,No Holiday,No,7340.0,2008.41666667
51348,59,1,15-06-2015,742,Open,Yes,No Holiday,No,2840.0,2007.5
51349,60,1,15-06-2015,1088,Open,Yes,No Holiday,No,5540.0,2009.83333333
51350,61,1,15-06-2015,669,Open,Yes,No Holiday,No,350.0,2008.0
51351,62,1,15-06-2015,958,Open,Yes,No Holiday,No,2050.0,2008.58333333
51352,63,1,15-06-2015,787,Open,Yes,No Holiday,No,3700.0,2010.5
51353,64,1,15-06-2015,956,Open,Yes,No Holiday,No,22560.0,2008.58333333
51354,65,1,15-06-2015,585,Open,Yes,No Holiday,No,13840.0,2010.41666667
51355,66,1,15-06-2015,587,Open,Yes,No Holiday,No,7660.0,2008.58333333
51356,67,1,15-06-2015,1064,Open,Yes,No Holiday,No,410.0,2006.16666667
51357,68,1,15-06-2015,1130,Open,Yes,No Holiday,No,250.0,2008.58333333
51358,69,1,15-06-2015,1306,Open,Yes,No Holiday,No,1130.0,2008.58333333
51359,70,1,15-06-2015,907,Open,Yes,No Holiday,No,4840.0,2008.58333333
51360,71,1,15-06-2015,1011,Open,Yes,No Holiday,No,17500.0,2008.66666667
51361,72,1,15-06-2015,790,Open,Yes,No Holiday,No,2200.0,2010.0
51362,73,1,15-06-2015,613,Open,Yes,No Holiday,No,1650.0,2008.75
51363,74,1,15-06-2015,1134,Open,Yes,No Holiday,No,330.0,2008.58333333
51364,75,1,15-06-2015,823,Open,Yes,No Holiday,No,22440.0,2014.0
51365,76,1,15-06-2015,1185,Open,Yes,No Holiday,No,19960.0,2006.25
51366,77,1,15-06-2015,898,Open,Yes,No Holiday,No,1090.0,2009.66666667
51367,78,1,15-06-2015,631,Open,Yes,No Holiday,No,3510.0,2006.91666667
51368,79,1,15-06-2015,789,Open,Yes,No Holiday,No,3320.0,2008.58333333
51369,80,1,15-06-2015,777,Open,Yes,No Holiday,No,7910.0,2008.58333333
51370,81,1,15-06-2015,568,Open,Yes,No Holiday,No,2370.0,2011.25
51371,82,1,15-06-2015,1108,Open,Yes,No Holiday,No,22390.0,2008.33333333
51372,83,1,15-06-2015,442,Open,Yes,No Holiday,No,2710.0,2008.58333333
51373,84,1,15-06-2015,1762,Open,Yes,No Holiday,No,11810.0,2014.66666667
51374,85,1,15-06-2015,1032,Open,Yes,No Holiday,No,1870.0,2011.83333333
51375,86,1,15-06-2015,762,Open,Yes,No Holiday,No,480.0,2005.16666667
51376,87,1,15-06-2015,1023,Open,Yes,No Holiday,No,560.0,2011.0
51377,88,1,15-06-2015,881,Open,Yes,No Holiday,No,10690.0,2005.83333333
51378,89,1,15-06-2015,646,Open,Yes,No Holiday,No,2380.0,2004.58333333
51379,90,1,15-06-2015,1415,Open,Yes,No Holiday,No,330.0,2007.91666667
51380,91,1,15-06-2015,610,Open,Yes,No Holiday,No,2410.0,2008.58333333
51381,92,1,15-06-2015,786,Open,Yes,No Holiday,No,240.0,2008.58333333
51382,93,1,15-06-2015,799,Open,Yes,No Holiday,No,16690.0,2008.58333333
51383,94,1,15-06-2015,876,Open,Yes,No Holiday,No,14620.0,2008.58333333
51384,95,1,15-06-2015,1091,Open,Yes,No Holiday,No,1890.0,2014.83333333
51385,96,1,15-06-2015,811,Open,Yes,No Holiday,No,8780.0,2005.16666667
51386,97,1,15-06-2015,1012,Open,Yes,No Holiday,No,8980.0,2008.58333333
51387,98,1,15-06-2015,579,Open,Yes,No Holiday,No,15140.0,2007.0
51388,99,1,15-06-2015,688,Open,Yes,No Holiday,No,2030.0,2003.91666667
51389,100,1,15-06-2015,858,Open,Yes,No Holiday,No,17930.0,2008.58333333
51390,101,1,15-06-2015,987,Open,Yes,No Holiday,No,2440.0,2008.58333333
51391,102,1,15-06-2015,1449,Open,Yes,No Holiday,No,150.0,2008.0
51392,103,1,15-06-2015,577,Open,Yes,No Holiday,No,5210.0,2015.41666667
51393,104,1,15-06-2015,1499,Open,Yes,No Holiday,No,390.0,2009.5
51394,105,1,15-06-2015,816,Open,Yes,No Holiday,No,6190.0,2008.58333333
51395,106,1,15-06-2015,1052,Open,Yes,No Holiday,No,1390.0,2013.66666667
51396,107,1,15-06-2015,1054,Open,Yes,No Holiday,No,1930.0,2009.75
51397,108,1,15-06-2015,1058,Open,Yes,No Holiday,No,2190.0,2003.75
51398,109,1,15-06-2015,943,Open,Yes,No Holiday,No,3300.0,2010.91666667
51399,110,1,15-06-2015,717,Open,Yes,No Holiday,No,46590.0,2013.33333333
51400,111,1,15-06-2015,704,Open,Yes,No Holiday,No,7890.0,2008.58333333
51401,112,1,15-06-2015,857,Open,Yes,No Holiday,No,1630.0,2009.75
51402,113,1,15-06-2015,720,Open,Yes,No Holiday,No,20930.0,1999.91666667
51403,114,1,15-06-2015,746,Open,Yes,No Holiday,No,4510.0,2008.58333333
51404,115,1,15-06-2015,640,Open,Yes,No Holiday,No,5740.0,2007.33333333
51405,116,1,15-06-2015,928,Open,Yes,No Holiday,No,680.0,2013.33333333
51406,117,1,15-06-2015,641,Open,Yes,No Holiday,No,3450.0,2011.75
51407,118,1,15-06-2015,1025,Open,Yes,No Holiday,No,3580.0,2012.75
51408,119,1,15-06-2015,893,Open,Yes,No Holiday,No,2100.0,2010.16666667
51409,120,1,15-06-2015,852,Open,Yes,No Holiday,No,2290.0,2015.0
51410,121,1,15-06-2015,611,Open,Yes,No Holiday,No,3570.0,2009.91666667
51411,122,1,15-06-2015,1173,Open,Yes,No Holiday,No,58260.0,2013.33333333
51412,123,1,15-06-2015,1287,Open,Yes,No Holiday,No,16760.0,2011.75
51413,124,1,15-06-2015,597,Open,Yes,No Holiday,No,1410.0,2003.33333333
51414,125,1,15-06-2015,2057,Open,Yes,No Holiday,No,760.0,2006.0
51415,126,1,15-06-2015,630,Open,Yes,No Holiday,No,3370.0,2014.83333333
51416,127,1,15-06-2015,834,Open,Yes,No Holiday,No,1350.0,2006.0
51417,128,1,15-06-2015,854,Open,Yes,No Holiday,No,2000.0,2008.58333333
51418,129,1,15-06-2015,1394,Open,Yes,No Holiday,No,2460.0,2008.58333333
51419,130,1,15-06-2015,722,Open,Yes,No Holiday,No,900.0,2008.58333333
51420,131,1,15-06-2015,800,Open,Yes,No Holiday,No,920.0,2015.58333333
51421,132,1,15-06-2015,828,Open,Yes,No Holiday,No,1040.0,2008.58333333
51422,133,1,15-06-2015,944,Open,Yes,No Holiday,No,270.0,2013.66666667
51423,134,1,15-06-2015,635,Open,Yes,No Holiday,No,1200.0,2008.75
51424,135,1,15-06-2015,684,Open,Yes,No Holiday,No,5190.0,2008.58333333
51425,136,1,15-06-2015,562,Open,Yes,No Holiday,No,2200.0,2011.0
51426,137,1,15-06-2015,1074,Open,Yes,No Holiday,No,1730.0,2015.58333333
51427,138,1,15-06-2015,955,Open,Yes,No Holiday,No,25360.0,2014.83333333
51428,139,1,15-06-2015,622,Open,Yes,No Holiday,No,1700.0,2008.08333333
51429,140,1,15-06-2015,1172,Open,Yes,No Holiday,No,1090.0,2010.58333333
51430,141,1,15-06-2015,807,Open,Yes,No Holiday,No,1540.0,2008.58333333
51431,142,1,15-06-2015,668,Open,Yes,No Holiday,No,1090.0,2002.58333333
51432,143,1,15-06-2015,844,Open,Yes,No Holiday,No,2930.0,2003.0
51433,144,1,15-06-2015,877,Open,Yes,No Holiday,No,16570.0,2008.58333333
51434,145,1,15-06-2015,1286,Open,Yes,No Holiday,No,280.0,2008.58333333
51435,146,1,15-06-2015,987,Open,Yes,No Holiday,No,8050.0,1961.83333333
51436,147,1,15-06-2015,1046,Open,Yes,No Holiday,No,8540.0,2008.58333333
51437,148,1,15-06-2015,1142,Open,Yes,No Holiday,No,2090.0,2009.0
51438,149,1,15-06-2015,668,Open,Yes,No Holiday,No,2610.0,2006.58333333
51439,150,1,15-06-2015,1016,Open,Yes,No Holiday,No,31830.0,2010.25
51440,151,1,15-06-2015,887,Open,Yes,No Holiday,No,4360.0,2005.83333333
51441,152,1,15-06-2015,844,Open,Yes,No Holiday,No,1780.0,2008.58333333
51442,153,1,15-06-2015,812,Open,Yes,No Holiday,No,16240.0,2000.83333333
51443,154,1,15-06-2015,1026,Open,Yes,No Holiday,No,16420.0,2008.58333333
51444,155,1,15-06-2015,840,Open,Yes,No Holiday,No,3050.0,2008.58333333
51445,156,1,15-06-2015,969,Open,Yes,No Holiday,No,2020.0,2011.16666667
51446,157,1,15-06-2015,1318,Open,Yes,No Holiday,No,2950.0,2004.83333333
51447,158,1,15-06-2015,516,Open,Yes,No Holiday,No,11840.0,2008.58333333
51448,159,1,15-06-2015,998,Open,Yes,No Holiday,No,8530.0,2013.25
51449,160,1,15-06-2015,667,Open,Yes,No Holiday,No,17110.0,2005.91666667
51450,161,1,15-06-2015,1032,Open,Yes,No Holiday,No,2970.0,2005.25
51451,162,1,15-06-2015,771,Open,Yes,No Holiday,No,5340.0,2012.25
51452,163,1,15-06-2015,1027,Open,Yes,No Holiday,No,1480.0,2009.33333333
51453,164,1,15-06-2015,918,Open,Yes,No Holiday,No,1160.0,2005.75
51454,165,1,15-06-2015,464,Open,Yes,No Holiday,No,3720.0,2005.33333333
51455,166,1,15-06-2015,914,Open,Yes,No Holiday,No,100.0,2014.33333333
51456,167,1,15-06-2015,1358,Open,Yes,No Holiday,No,140.0,2008.33333333
51457,168,1,15-06-2015,1058,Open,Yes,No Holiday,No,12540.0,2008.58333333
51458,169,1,15-06-2015,664,Open,Yes,No Holiday,No,980.0,2014.58333333
51459,170,1,15-06-2015,613,Open,Yes,No Holiday,No,1070.0,2015.41666667
51460,171,1,15-06-2015,1232,Open,Yes,No Holiday,No,2640.0,2008.58333333
51461,172,1,15-06-2015,955,Open,Yes,No Holiday,No,110.0,2008.58333333
51462,173,1,15-06-2015,1269,Open,Yes,No Holiday,No,350.0,2013.0
51463,174,1,15-06-2015,566,Open,Yes,No Holiday,No,13090.0,2008.58333333
51464,175,1,15-06-2015,842,Open,Yes,No Holiday,No,4130.0,2008.58333333
51465,176,1,15-06-2015,860,Open,Yes,No Holiday,No,3770.0,2008.58333333
51466,177,1,15-06-2015,595,Open,Yes,No Holiday,No,1250.0,2004.16666667
51467,178,1,15-06-2015,1263,Open,Yes,No Holiday,No,1710.0,2008.58333333
51468,179,1,15-06-2015,1245,Open,Yes,No Holiday,No,480.0,2008.58333333
51469,180,1,15-06-2015,1029,Open,Yes,No Holiday,No,5800.0,2010.75
51470,181,1,15-06-2015,922,Open,Yes,No Holiday,No,12610.0,2013.25
51471,182,1,15-06-2015,566,Open,Yes,No Holiday,No,1390.0,2008.58333333
51472,183,1,15-06-2015,0,Close,Yes,No Holiday,No,9670.0,2008.58333333
51473,184,1,15-06-2015,787,Open,Yes,No Holiday,No,3560.0,2008.58333333
51474,185,1,15-06-2015,705,Open,Yes,No Holiday,No,1860.0,2015.41666667
51475,186,1,15-06-2015,442,Open,Yes,No Holiday,No,290.0,2011.83333333
51476,187,1,15-06-2015,877,Open,Yes,No Holiday,No,19360.0,2008.58333333
51477,188,1,15-06-2015,589,Open,Yes,No Holiday,No,850.0,2008.58333333
51478,189,1,15-06-2015,1003,Open,Yes,No Holiday,No,5760.0,2014.58333333
51479,190,1,15-06-2015,775,Open,Yes,No Holiday,No,1470.0,2007.0
51480,191,1,15-06-2015,694,Open,Yes,No Holiday,No,1100.0,2013.66666667
51481,192,1,15-06-2015,942,Open,Yes,No Holiday,No,2770.0,2008.25
51482,193,1,15-06-2015,971,Open,Yes,No Holiday,No,520.0,2008.58333333
51483,194,1,15-06-2015,464,Open,Yes,No Holiday,No,16970.0,2008.58333333
51484,195,1,15-06-2015,1629,Open,Yes,No Holiday,No,220.0,2008.58333333
51485,196,1,15-06-2015,877,Open,Yes,No Holiday,No,3850.0,2005.91666667
51486,197,1,15-06-2015,1050,Open,Yes,No Holiday,No,4210.0,2015.25
51487,198,1,15-06-2015,503,Open,Yes,No Holiday,No,290.0,2002.75
51488,199,1,15-06-2015,891,Open,Yes,No Holiday,No,6360.0,2011.0
51489,200,1,15-06-2015,1175,Open,Yes,No Holiday,No,1650.0,2000.83333333
51490,201,1,15-06-2015,507,Open,Yes,No Holiday,No,20260.0,2008.58333333
51491,202,1,15-06-2015,705,Open,Yes,No Holiday,No,5140.0,2010.41666667
51492,203,1,15-06-2015,1037,Open,Yes,No Holiday,No,490.0,2002.91666667
51493,204,1,15-06-2015,598,Open,Yes,No Holiday,No,5630.0,2003.0
51494,205,1,15-06-2015,1167,Open,Yes,No Holiday,No,110.0,2008.0
51495,206,1,15-06-2015,1164,Open,Yes,No Holiday,No,380.0,2008.58333333
51496,207,1,15-06-2015,1755,Open,Yes,No Holiday,No,6870.0,2008.58333333
51497,208,1,15-06-2015,491,Open,Yes,No Holiday,No,300.0,2006.33333333
51498,209,1,15-06-2015,747,Open,Yes,No Holiday,No,11680.0,2011.75
51499,210,1,15-06-2015,365,Open,Yes,No Holiday,No,970.0,1999.91666667
51500,211,1,15-06-2015,2215,Open,Yes,No Holiday,No,350.0,2006.91666667
51501,212,1,15-06-2015,603,Open,Yes,No Holiday,No,15050.0,2008.75
51502,213,1,15-06-2015,903,Open,Yes,No Holiday,No,4030.0,2014.25
51503,214,1,15-06-2015,854,Open,Yes,No Holiday,No,8650.0,2013.58333333
51504,215,1,15-06-2015,684,Open,Yes,No Holiday,No,150.0,2008.58333333
51505,216,1,15-06-2015,1082,Open,Yes,No Holiday,No,190.0,2008.58333333
51506,217,1,15-06-2015,805,Open,Yes,No Holiday,No,3150.0,2008.58333333
51507,218,1,15-06-2015,910,Open,Yes,No Holiday,No,640.0,2008.58333333
51508,219,1,15-06-2015,555,Open,Yes,No Holiday,No,1640.0,2013.16666667
51509,220,1,15-06-2015,837,Open,Yes,No Holiday,No,1000.0,2008.75
51510,221,1,15-06-2015,708,Open,Yes,No Holiday,No,13530.0,2013.75
51511,222,1,15-06-2015,821,Open,Yes,No Holiday,No,2170.0,2008.91666667
51512,223,1,15-06-2015,990,Open,Yes,No Holiday,No,2920.0,1995.83333333
51513,224,1,15-06-2015,679,Open,Yes,No Holiday,No,7930.0,2008.58333333
51514,225,1,15-06-2015,755,Open,Yes,No Holiday,No,10180.0,2015.41666667
51515,226,1,15-06-2015,918,Open,Yes,No Holiday,No,450.0,2008.58333333
51516,227,1,15-06-2015,788,Open,Yes,No Holiday,No,2370.0,2008.58333333
51517,228,1,15-06-2015,752,Open,Yes,No Holiday,No,10800.0,2008.58333333
51518,229,1,15-06-2015,952,Open,Yes,No Holiday,No,17410.0,2007.33333333
51519,230,1,15-06-2015,1232,Open,Yes,No Holiday,No,6680.0,2013.75
51520,231,1,15-06-2015,494,Open,Yes,No Holiday,No,3840.0,2008.83333333
51521,232,1,15-06-2015,425,Open,Yes,No Holiday,No,13570.0,2010.41666667
51522,233,1,15-06-2015,1188,Open,Yes,No Holiday,No,1890.0,2008.58333333
51523,234,1,15-06-2015,1417,Open,Yes,No Holiday,No,4370.0,2008.58333333
51524,235,1,15-06-2015,695,Open,Yes,No Holiday,No,5710.0,2012.25
51525,236,1,15-06-2015,1118,Open,Yes,No Holiday,No,1000.0,2007.91666667
51526,237,1,15-06-2015,779,Open,Yes,No Holiday,No,1420.0,2007.91666667
51527,238,1,15-06-2015,1326,Open,Yes,No Holiday,No,320.0,2008.58333333
51528,239,1,15-06-2015,620,Open,Yes,No Holiday,No,610.0,2008.58333333
51529,240,1,15-06-2015,643,Open,Yes,No Holiday,No,1110.0,2009.41666667
51530,241,1,15-06-2015,891,Open,Yes,No Holiday,No,780.0,2008.58333333
51531,242,1,15-06-2015,531,Open,Yes,No Holiday,No,6880.0,2001.75
51532,243,1,15-06-2015,1255,Open,Yes,No Holiday,No,310.0,2008.58333333
51533,244,1,15-06-2015,748,Open,Yes,No Holiday,No,710.0,2012.25
51534,245,1,15-06-2015,1353,Open,Yes,No Holiday,No,1310.0,2008.58333333
51535,246,1,15-06-2015,1144,Open,Yes,No Holiday,No,4660.0,2013.33333333
51536,247,1,15-06-2015,844,Open,Yes,No Holiday,No,70.0,2010.91666667
51537,248,1,15-06-2015,1196,Open,Yes,No Holiday,No,340.0,2012.75
51538,249,1,15-06-2015,676,Open,Yes,No Holiday,No,18010.0,2014.75
51539,250,1,15-06-2015,971,Open,Yes,No Holiday,No,3520.0,2008.58333333
51540,251,1,15-06-2015,2902,Open,Yes,No Holiday,No,340.0,2008.58333333
51541,252,1,15-06-2015,1108,Open,Yes,No Holiday,No,22330.0,2008.58333333
51542,253,1,15-06-2015,1025,Open,Yes,No Holiday,No,250.0,2008.58333333
51543,254,1,15-06-2015,376,Open,Yes,No Holiday,No,330.0,2008.25
51544,255,1,15-06-2015,775,Open,Yes,No Holiday,No,4630.0,2011.25
51545,256,1,15-06-2015,1361,Open,Yes,No Holiday,No,80.0,2005.75
51546,257,1,15-06-2015,748,Open,Yes,No Holiday,No,420.0,2013.0
51547,258,1,15-06-2015,576,Open,Yes,No Holiday,No,27190.0,2010.58333333
51548,259,1,15-06-2015,2943,Open,Yes,No Holiday,No,210.0,2008.58333333
51549,260,1,15-06-2015,972,Open,Yes,No Holiday,No,540.0,2011.83333333
51550,261,1,15-06-2015,1284,Open,Yes,No Holiday,No,15340.0,2015.33333333
51551,262,1,15-06-2015,3227,Open,Yes,No Holiday,No,1180.0,2013.41666667
51552,263,1,15-06-2015,449,Open,Yes,No Holiday,No,1140.0,2013.41666667
51553,264,1,15-06-2015,1222,Open,Yes,No Holiday,No,180.0,2014.25
51554,265,1,15-06-2015,779,Open,Yes,No Holiday,No,4580.0,2008.58333333
51555,266,1,15-06-2015,617,Open,Yes,No Holiday,No,360.0,2014.25
51556,267,1,15-06-2015,1123,Open,Yes,No Holiday,No,2460.0,2012.08333333
51557,268,1,15-06-2015,770,Open,Yes,No Holiday,No,4520.0,2014.16666667
51558,269,1,15-06-2015,2009,Open,Yes,No Holiday,No,60.0,2015.5
51559,270,1,15-06-2015,1522,Open,Yes,No Holiday,No,1450.0,2014.58333333
51560,271,1,15-06-2015,1123,Open,Yes,No Holiday,No,420.0,2008.58333333
51561,272,1,15-06-2015,823,Open,Yes,No Holiday,No,16180.0,2003.58333333
51562,273,1,15-06-2015,1053,Open,Yes,No Holiday,No,8480.0,2008.58333333
51563,274,1,15-06-2015,1244,Open,Yes,No Holiday,No,3640.0,2008.58333333
51564,275,1,15-06-2015,715,Open,Yes,No Holiday,No,300.0,2014.41666667
51565,276,1,15-06-2015,639,Open,Yes,No Holiday,No,2960.0,2014.83333333
51566,277,1,15-06-2015,692,Open,Yes,No Holiday,No,7840.0,2008.58333333
51567,278,1,15-06-2015,1043,Open,Yes,No Holiday,No,9260.0,2010.16666667
51568,279,1,15-06-2015,1153,Open,Yes,No Holiday,No,2320.0,2008.58333333
51569,280,1,15-06-2015,604,Open,Yes,No Holiday,No,18640.0,2013.75
51570,281,1,15-06-2015,661,Open,Yes,No Holiday,No,6970.0,2011.75
51571,282,1,15-06-2015,916,Open,Yes,No Holiday,No,1220.0,2011.0
51572,283,1,15-06-2015,749,Open,Yes,No Holiday,No,2260.0,2008.58333333
51573,284,1,15-06-2015,526,Open,Yes,No Holiday,No,1290.0,2008.58333333
51574,285,1,15-06-2015,610,Open,Yes,No Holiday,No,2410.0,2008.58333333
51575,286,1,15-06-2015,517,Open,Yes,No Holiday,No,1460.0,2015.33333333
51576,287,1,15-06-2015,850,Open,Yes,No Holiday,No,2740.0,2009.41666667
51577,288,1,15-06-2015,640,Open,Yes,No Holiday,No,800.0,2008.58333333
51578,289,1,15-06-2015,751,Open,Yes,No Holiday,No,6540.0,2008.0
51579,290,1,15-06-2015,974,Open,Yes,No Holiday,No,4150.0,2001.41666667
51580,291,1,15-06-2015,1197,Open,Yes,No Holiday,No,,2008.58333333
51581,292,1,15-06-2015,1000,Open,Yes,No Holiday,No,1100.0,2009.5
51582,293,1,15-06-2015,1061,Open,Yes,No Holiday,No,140.0,2007.91666667
51583,294,1,15-06-2015,1049,Open,Yes,No Holiday,No,3150.0,2005.41666667
51584,295,1,15-06-2015,819,Open,Yes,No Holiday,No,210.0,2000.91666667
51585,296,1,15-06-2015,860,Open,Yes,No Holiday,No,9580.0,2007.41666667
51586,297,1,15-06-2015,975,Open,Yes,No Holiday,No,2300.0,2010.75
51587,298,1,15-06-2015,907,Open,Yes,No Holiday,No,19840.0,2009.58333333
51588,299,1,15-06-2015,995,Open,Yes,No Holiday,No,38630.0,2012.75
51589,300,1,15-06-2015,1121,Open,Yes,No Holiday,No,120.0,2009.33333333
51590,301,1,15-06-2015,678,Open,Yes,No Holiday,No,4510.0,2015.25
51591,302,1,15-06-2015,413,Open,Yes,No Holiday,No,2190.0,2008.0
51592,303,1,15-06-2015,852,Open,Yes,No Holiday,No,15430.0,2012.91666667
51593,304,1,15-06-2015,1270,Open,Yes,No Holiday,No,1950.0,2015.58333333
51594,305,1,15-06-2015,829,Open,Yes,No Holiday,No,2470.0,2005.16666667
51595,306,1,15-06-2015,462,Open,Yes,No Holiday,No,5100.0,2007.33333333
51596,307,1,15-06-2015,409,Open,Yes,No Holiday,No,18660.0,2002.75
51597,308,1,15-06-2015,1202,Open,Yes,No Holiday,No,1070.0,2007.0
51598,309,1,15-06-2015,773,Open,Yes,No Holiday,No,8740.0,2008.58333333
51599,310,1,15-06-2015,1015,Open,Yes,No Holiday,No,2290.0,2008.58333333
51600,311,1,15-06-2015,1124,Open,Yes,No Holiday,No,680.0,2005.58333333
51601,312,1,15-06-2015,688,Open,Yes,No Holiday,No,11300.0,2012.25
51602,313,1,15-06-2015,926,Open,Yes,No Holiday,No,14160.0,2008.58333333
51603,314,1,15-06-2015,761,Open,Yes,No Holiday,No,3560.0,2001.83333333
51604,315,1,15-06-2015,582,Open,Yes,No Holiday,No,38710.0,2013.33333333
51605,316,1,15-06-2015,1257,Open,Yes,No Holiday,No,9000.0,2001.66666667
51606,317,1,15-06-2015,668,Open,Yes,No Holiday,No,3140.0,2013.58333333
51607,318,1,15-06-2015,884,Open,Yes,No Holiday,No,32330.0,2014.25
51608,319,1,15-06-2015,958,Open,Yes,No Holiday,No,570.0,2012.75
51609,320,1,15-06-2015,2466,Open,Yes,No Holiday,No,210.0,2012.75
51610,321,1,15-06-2015,658,Open,Yes,No Holiday,No,8140.0,2013.91666667
51611,322,1,15-06-2015,778,Open,Yes,No Holiday,No,17500.0,2001.33333333
51612,323,1,15-06-2015,808,Open,Yes,No Holiday,No,8400.0,2012.33333333
51613,324,1,15-06-2015,920,Open,Yes,No Holiday,No,13140.0,2008.58333333
51614,325,1,15-06-2015,784,Open,Yes,No Holiday,No,350.0,2011.25
51615,326,1,15-06-2015,562,Open,Yes,No Holiday,No,10070.0,2015.41666667
51616,327,1,15-06-2015,1315,Open,Yes,No Holiday,No,1390.0,2005.0
51617,328,1,15-06-2015,666,Open,Yes,No Holiday,No,3130.0,2002.58333333
51618,329,1,15-06-2015,825,Open,Yes,No Holiday,No,1310.0,1990.5
51619,330,1,15-06-2015,516,Open,Yes,No Holiday,No,370.0,2008.58333333
51620,331,1,15-06-2015,890,Open,Yes,No Holiday,No,670.0,2008.58333333
51621,332,1,15-06-2015,728,Open,Yes,No Holiday,No,1840.0,2006.25
51622,333,1,15-06-2015,1582,Open,Yes,No Holiday,No,3720.0,2010.16666667
51623,334,1,15-06-2015,625,Open,Yes,No Holiday,No,4040.0,2008.66666667
51624,335,1,15-06-2015,3261,Open,Yes,No Holiday,No,90.0,2008.58333333
51625,336,1,15-06-2015,2351,Open,Yes,No Holiday,No,190.0,2014.58333333
51626,337,1,15-06-2015,469,Open,Yes,No Holiday,No,10600.0,2005.58333333
51627,338,1,15-06-2015,759,Open,Yes,No Holiday,No,1590.0,2008.58333333
51628,339,1,15-06-2015,884,Open,Yes,No Holiday,No,2280.0,2008.58333333
51629,340,1,15-06-2015,954,Open,Yes,No Holiday,No,8080.0,2008.58333333
51630,341,1,15-06-2015,1021,Open,Yes,No Holiday,No,190.0,2011.75
51631,342,1,15-06-2015,1038,Open,Yes,No Holiday,No,15770.0,2008.58333333
51632,343,1,15-06-2015,934,Open,Yes,No Holiday,No,18650.0,2004.33333333
